ID,"Snabba vändningar fot, Utrustning","Snabba vändningar fot, #1","Snabba vändningar fot, #2","Snabba vändningar fot, #3","Snabba vändningar fot, #4","Snabba vändningar fot, #5","Snabba vändningar fot, #6","Snabba vändningar fot, #7","Snabba vändningar fot, #8","Snabba vändningar fot, #9","Snabba vändningar fot, #10","Tennisboll över bom, Utrustning","Tennisboll över bom, #1","Droppboll, Utrustning","Droppboll, #1","Droppboll, #2","Droppboll, #3","Droppboll, #4","Droppboll, #5","Droppboll, #6","Droppboll, #7","Jonglera med armbåge, Utrustning","Jonglera med armbåge, #1","Jonglera med armbåge, #2","Jonglera med armbåge, #3","Kasta och fånga, Utrustning","Kasta och fånga, #1","Kasta och fånga, #2","Jonglera mot vägg, Utrustning","Jonglera mot vägg, #1","Jonglera mot vägg, #2","Jonglera mot vägg, #3","Kanonen, Utrustning","Kanonen, #1","Jonglera med knä, Utrustning","Jonglera med knä, #1","Jonglera med knä, #2","Jonglera med knä, #3","Studsa basket, Utrustning","Studsa basket, #1","Studsa basket, #2","Balansera bollen, Utrustning","Balansera bollen, #1","Balansera bollen, #2","Balansera bollen, #3","Minigolf, Utrustning","Minigolf, Höger/Vänster","Minigolf, #1","Minigolf, #2","Minigolf, #3","Minigolf, #4","Minigolf, #5","Minigolf, #6","Snabba vändningar klubba, Utrustning","Snabba vändningar klubba, #1","Snabba vändningar klubba, #2","Snabba vändningar klubba, #3","Snabba vändningar klubba, #4","Snabba vändningar klubba, #5","Snabba vändningar klubba, #6","Snabba vändningar klubba, #7","Snabba vändningar klubba, #8","Snabba vändningar klubba, #9","Snabba vändningar klubba, #10"
73, fot,1.399,1.196,1.87, 1.231, 1.903, 1.1, 3.532, 1.663, 1.705, 1.73322222222222, rack,3.0, rack,5.138999938964839,5.372000217437741,3.38299989700317,4.2519998550414995,3.00699996948242,3.76500010490417,3.4460000991821302, armbåge,3.0,3.0, 4.0, hand,2.0, 2.0, fot,0.0, 2.0, 1.0, klubba,10.0, lår,4.0,3.0, 6.0, hand,12.0,10.0, slagträ,2.56299996376038,2.57399988174438, 1.28999996185303, klubba, vänster,0.0, 0.0, 0.0, 1.0, 0.0, 0.0, klubba,0.9990000000000001,1.104,0.998, 1.234, 1.063, 1.167, 1.101, 1.069, 1.031, 1.035
74, fot,1.7990000000000002,1.733,2.764, 1.836, 2.462, 1.637, 2.565, 1.135, 3.065, 1.767, rack,2.0, rack,5.979000091552731,5.15500020980835,12.4739999771118,7.093999862670901,10.871000289917,4.06799983978271,6.593999862670901, armbåge,2.0, 2.0, 2.0, hand,3.0, 1.0, fot,0.0,1.0, 0.0, klubba,6.0, armbåge,2.0,2.0, 2.0, hand,6.0,4.0, slagträ,1.73399996757507,1.92700004577637,1.47200000286102, klubba, vänster,0.0,2.0,0.0, 1, 0, 3, klubba,1.37,1.3969999999999998,1.036, 1.812, 1.92, 1.698, 1.565, 1.238, 1.198, 1.432
75, fot,1.169,1.4280000000000002,2.369, 1.431, 2.67, 1.565, 1.631, 3.033, 3.768, 2.367, rack,2.0, rack,7.53299999237061,15.0,6.2020001411438,15.0,15.0,10.548999786377,15.0, armbåge,2.0, 1.0, 3.0, hand,2.0, 1.0, fot,0.0,0.0, 1.0, klubba,5.0, lår,2.0,1.0, 3.0, hand,4.0,4.0, slagträ,1.07700002193451,1.25600004196167,0.8000000119209291, klubba, höger,0.0,0.0,0.0, 0, 0, 0, klubba,1.026,1.47,1.399, 1.334, 1.364, 1.471, 1.434, 2.198, 1.302, 1.632
76, fot,1.8319999999999999,1.198,2.2030000000000003, 1.298, 2.168, 2.163, 1.3, 1.5, 2.335, 4.098, rack,1.0, rack,4.49399995803833,14.145000457763699,4.18300008773804,6.46099996566772,11.609999656677198,4.32100009918213,4.27199983596802, armbåge,3.0,2.0, 4.0, hand,3.0, 5.0, fot,1.0, 1.0, 0.0, klubba,6.0, lår,2.0,3.0, 1.0, hand,19.0,22.0, slagträ,1.9639999866485602,0.5260000228881839, 1.29999995231628, klubba, vänster,0.0, 0.0, 1.0, 0.0, 0.0, 0.0, klubba,0.9620000000000001,1.304,0.863, 1.169, 1.568, 5.834, 1.461, 1.304, 0.934, 1.4
77,,,,,,,,,,,, rack,2.0, rack,6.30299997329712,4.76700019836426,5.22300004959106,3.9479999542236297,15.0,4.6680002212524405,8.60099983215332, armbåge,3.0, 4.0, 2.0, hand,15.0, 5.0, fot,0.0,1.0, 2.0, klubba,7.0, lår,2.0,3.0, 1.0, hand,9.0,10.0, slagträ,0.535000026226044,0.6679999828338621,1.45899999141693, klubba, vänster,0.0,0.0,0.0, 0, 0, 0,,,,,,,,,,,
78, fot,1.531,1.969,1.8719999999999999, 2.424, 1.566, 1.304, 1.765, 2.034, 1.765, 2.266, rack,1.0, rack,6.19500017166138,15.0,3.78800010681152,15.0,6.2960000038147,5.81599998474121,5.7989997863769505, armbåge,4.0, 2.0, 6.0, hand,3.0, 2.0, fot,0.0,1.0, 0.0, klubba,6.0, lår,4.0,2.0, 2.0, hand,2.0,1.0, slagträ,1.60699999332428,0.252000004053116,0.0489999987185001, klubba, höger,0.0,1.0,0.0, 0, 2, 2, klubba,0.7659999999999999,1.974,1.325, 1.102, 3.9, 1.669, 4.125, 4.873, 1.666, 1.266
79, fot,1.465,1.604,1.9969999999999999, 1.531, 1.705, 2.2, 2.032, 1.697, 1.668, 1.435, rack,5.0, rack,3.88599991798401,3.8029999732971205,3.09899997711182,2.89400005340576,6.412000179290769,3.3959999084472696,3.11899995803833, armbåge,4.0, 4.0, 2.0, hand,21.0, 21.0, fot,1.0, 1.0, 1.0, klubba,3.0, lår,4.0,4.0, 5.0, hand,22.0,24.0, slagträ,2.95099997520447,1.37399995326996, 0.717999994754791, klubba, höger,0.0,2.0,0.0, 0, 0, 3, klubba,0.8029999999999999,1.095,1.104, 0.796, 0.938, 0.865, 0.937, 0.864, 1.032, 0.834
80, fot,1.157,2.519,4.669, 4.528, 1.469, 1.638, 2.066, 1.265, 1.4, 1.633, rack,5.0, rack,11.2659997940063,3.6519999504089395,3.31800007820129,2.77800011634827,3.16199994087219,7.72200012207031,3.23099994659424, armbåge,2.0, 1.0, 3.0, hand,3.0, 1.0, fot,0.0,0.0, 0.0, klubba,7.0, lår,3.0,2.0, 6.0, hand,13.0,3.0, slagträ,1.7539999485015902,0.9710000157356259,1.5199999809265101, klubba, höger,0.0,0.0,0.0, 0, 0, 0, klubba,0.7020000000000001,1.065,1.0659999999999998, 1, 1.065, 0.936, 1.062, 0.937, 1.034, 0.899
81, fot,1.469,2.029,1.2990000000000002, 1.935, 1.737, 1.931, 0.999, 1.804, 1.563, 1.998, rack,2.0, rack,8.671999931335451,9.01799964904785,6.34100008010864,5.94000005722046,6.39900016784668,5.377999782562259,5.05399990081787, armbåge,3.0, 3.0, 6.0, hand,2.0, 5.0, fot,2.0, 3.0, 3.0, klubba,6.0, lår,4.0,5.0, 4.0, hand,14.0,4.0, slagträ,0.537999987602234,0.8960000276565551, 0.820999979972839, klubba, höger,2.0,0.0,0.0, 0, 0, 2, klubba,1.099,2.266,1.804, 1.832, 1.435, 1.864, 2.333, 1.371, 1.295, 1.869
82, fot,0.634,0.904,1.0979999999999999, 1.2, 1.468, 0.964, 0.965, 1.166, 1.004, 1.168, rack,4.0, rack,9.43599987030029,3.0610001087188703,3.4279999732971205,15.0,7.485000133514401,5.257999897003169,3.1459999084472696, armbåge,6.0, 3.0, 2.0, hand,18.0, 11.0, fot,2.0, 16.0, 4.0, klubba,10.0, lår,9.0,5.0, 7.0, hand,17.0,3.0, slagträ,1.10699999332428,0.945999979972839, 2.24799990653992, klubba, höger,0.0,0.0,3.0, 2, 0, 0, klubba,0.397,0.866,0.735, 0.764, 0.669, 0.864, 0.721, 0.684, 0.828, 0.837
83, fot,0.8340000000000001,1.53,1.133, 1.269, 1.33, 1.502, 1.518, 1.35, 1.467, 1.532, rack,3.0, rack,5.69099998474121,4.67000007629395,4.96700000762939,3.16700005531311,3.8840000629425,3.0699999332427996,3.00999999046326, armbåge,6.0, 6.0, 6.0, hand,20.0, 21.0, fot,1.0, 2.0, 1.0, klubba,8.0, lår,7.0,4.0, 4.0, hand,17.0,7.0, slagträ,2.1010000705719,4.598999977111821, 5.82000017166138, klubba, höger,0.0,0.0,0.0, 1, 2, 1, klubba,0.6990000000000001,0.8059999999999999,0.828, 0.736, 0.801, 0.868, 0.729, 0.764, 0.77, 0.799
84, fot,2.803,1.482,1.436, 1.101, 1.03, 1.067, 1.099, 0.936, 1.262, 1.038, rack,6.0, rack,2.54800009727478,3.74000000953674,2.61999988555908,2.5139999389648398,2.62800002098083,2.62299990653992,2.4000000953674303, armbåge,13.0, 19.0, 7.0, hand,19.0, 21.0, fot,5.0, 1.0, 2.0, klubba,4.0, lår,26.0,10.0, 19.0, hand,20.0,14.0, slagträ,2.7699999809265097,0.7839999794960021, 1.46200001239777, klubba, höger,0.0,0.0,0.0, 2, 3, 3, klubba,0.596,0.7879999999999999,0.865, 0.831, 0.998, 1.508, 0.762, 0.866, 0.734, 0.717
85, fot,1.6,2.469,2.099, 3.54483333333333, 1.37, 1.498, 1.202, 10.232, 4.946, 2.021, rack,1.0, rack,15.0,15.0,15.0,15.0,7.02699995040894,6.1360001564025906,14.470000267028801, armbåge,1.0,2.0, 1.0, hand,4.0, 4.0, fot,2.0, 2.0, 1.0, klubba,3.0, lår,2.0,3.0, 3.0, hand,7.0,3.0, slagträ,1.69799995422363,1.96899998188019,1.46899998188019, klubba, vänster,0.0,0.0,0.0, 0, 0, 0, klubba,1.002,1.771,1.729, 3.035, 3.134, 3.194, 2.802, 2.069, 1.47, 3.795
86, fot,1.665,1.6340000000000001,1.399, 1.67, 1.099, 1.034, 2.365, 2.141, 1.023, 1.804, rack,2.0, rack,4.59200000762939,4.19500017166138,5.12400007247925,9.90100002288818,4.7519998550414995,5.08799982070923,8.2790002822876, armbåge,4.0, 3.0, 2.0, hand,3.0, 6.0, fot,2.0, 2.0, 1.0, klubba,5.0, lår,1.0,3.0, 2.0, hand,3.0,11.0, slagträ,1.5069999694824199,1.07500004768372, 1.10399997234344, klubba, höger,0.0,0.0,0.0, 0, 0, 1, klubba,1.236,1.867,1.3019999999999998, 1.462, 1.435, 1.395, 1.406, 1.531, 1.435, 1.496
87, fot,1.099,1.367,0.934, 1.133, 1.067, 1.135, 1.033, 1.497, 1.158125, 1.635, rack,2.0, rack,10.7370004653931,11.845000267028801,7.3119997978210405,8.29500007629395,5.92799997329712,6.0430002212524405,4.71500015258789, armbåge,3.0,4.0, 6.0, hand,5.0, 4.0, fot,1.0, 2.0, 1.0, klubba,8.0, lår,5.0,6.0, 9.0, hand,10.0,2.0, slagträ,1.21899998188019,0.8980000019073491, 0.474999994039536, klubba, vänster,0.0,0.0,0.0, 0, 0, 0, klubba,0.802,1.034,1.2990000000000002, 1.203, 2.133, 0.932, 1.032, 1.114, 1.355, 1.198
88, fot,1.199,1.3019999999999998,1.7990000000000002, 2.532, 4.301, 1.799, 3.068, 2.267, 1.928, 2.037, rack,2.0, rack,15.0,4.13000011444092,4.913000106811519,5.18599987030029,9.0649995803833,5.00899982452393,8.09700012207031, armbåge,4.0, 3.0, 7.0, hand,0.0, 1.0, fot,1.0,0.0, 0.0, klubba,9.0, armbåge,2.0,2.0, 2.0, hand,6.0,4.0, slagträ,0.8930000066757199,1.2159999608993501,1.6879999637603798, klubba, vänster,0.0,0.0,0.0, 0, 0, 0, klubba,0.9990000000000001,0.963,1.304, 1.234, 1.266, 1.134, 1.231, 1.333, 1.199, 1.034
89, fot,0.934,1.365,0.731, 1.302, 1.396, 1.503, 1.434, 0.962, 1.203375, 1.17, rack,10.0, rack,6.33599996566772,3.78800010681152,3.68799996376038,3.20199990272522,6.63100004196167,3.6159999370575,12.979999542236301, armbåge,6.0,5.0, 5.0, hand,12.0, 18.0, fot,12.0, 1.0, 3.0, klubba,8.0, lår,12.0,23.0, 16.0, hand,7.0,20.0, slagträ,2.72000002861023,0.8259999752044681,1.6230000257492099, klubba, höger,2.0,0.0,3.0, 0, 0, 2, klubba,0.6,0.664,0.767, 0.631, 0.804, 0.663, 0.738, 0.766, 0.629, 0.905
90, fot,0.602,0.9309999999999999,1.065, 0.834, 1.167, 0.901, 3.069, 1.23, 1.5, 1.568, rack,8.0, rack,6.56599998474121,3.8099999427795397,4.84100008010864,3.58800005912781,9.5620002746582,3.98900008201599,3.18700003623962, armbåge,3.0, 10.0, 8.0, hand,20.0, 3.0, fot,1.0,0.0, 1.0, klubba,18.0, lår,4.0,7.0, 18.0, hand,18.0,22.0, slagträ,3.38599991798401,2.0409998893737797, 3.88299989700317, klubba, höger,0.0,1.0,2.0, 2, 2, 0, klubba,0.39799999999999996,0.5670000000000001,1.028, 0.474, 0.792, 0.667, 0.702, 0.539, 0.562, 0.571
91, fot,1.7956666666666699,1.66,1.405, 2.066, 2.433, 1.2, 2.167, 1.6, 1.366, 2.264, rack,2.0, rack,12.8400001525879,7.2020001411438,4.77099990844727,15.0,15.0,4.728000164031981,4.20900011062622, armbåge,3.0, 3.0, 3.0, hand,6.0, 12.0, fot,0.0,1.0, 1.0, klubba,5.0, lår,2.0,3.0, 2.0, hand,4.0,5.0, slagträ,1.20899999141693,1.2519999742507901, 1.3860000371933, klubba, höger,0.0,0.0,0.0, 0, 0, 0, klubba,0.737,1.304,2.5269999999999997, 1.099, 1.064, 1.189, 0.982, 1.634, 1.168, 1.097
92, fot,0.565,0.868,0.833, 0.868, 0.937, 0.898, 0.834, 0.963, 1.066, 0.767, rack,8.0, rack,5.01200008392334,3.03600001335144,2.98900008201599,2.9909999370575,2.84599995613098,2.64000010490417,2.4719998836517303, armbåge,2.0, 6.0, 5.0, hand,19.0, 16.0, fot,0.0,0.0, 1.0, klubba,12.0, lår,5.0,8.0, 26.0, hand,13.0,8.0, slagträ,2.49399995803833,2.2179999351501496, 1.24199998378754, klubba, höger,0.0,1.0,0.0, 3, 3, 2, klubba,0.40299999999999997,0.5670000000000001,1.768, 0.698, 0.835, 0.864, 0.635, 1.031, 0.736, 0.566
93, fot,0.9,0.866,0.9857142857142859, 0.903, 1.198, 0.868, 1.066, 0.931, 1.166, 0.768, rack,2.0, rack,7.124000072479251,5.04099988937378,4.40000009536743,5.05399990081787,10.762000083923303,4.36399984359741,4.63000011444092, armbåge,4.0, 3.0, 8.0, hand,17.0, 15.0, fot,2.0, 3.0, 2.0, klubba,8.0, lår,2.0,3.0, 2.0, hand,5.0,9.0, slagträ,1.02300000190735,0.97299998998642, 1.77100002765656, klubba, höger,1.0,0.0,3.0, 0, 1, 0, klubba,0.703,1.062,2.568, 0.932, 1.102, 0.866, 0.968, 0.801, 0.933, 0.898
94, fot,0.833,2.263,1.271,1.732,2.33,1.865,1.131,2.3680000000000003,1.565,1.87, rack,2.0, rack,5.17600011825562,15.0,7.03499984741211,8.20800018310547,6.13299989700317,3.42000007629395,5.95499992370605, armbåge,4.0, 2.0, 4.0, hand,2.0, 6.0, fot,2.0, 3.0, 1.0, klubba,6.0, armbåge,4.0,3.0, 1.0, hand,17.0,18.0, slagträ,1.4900000095367398,0.949000000953674, 0.705999970436096, klubba,,0.0,0,2,1,2,1, klubba,0.8320000000000001,1.202,1.766,1.031,1.265,1.068,1.0659999999999998,1.0979999999999999,1.37,0.799
95,,,,,,,,,,,, rack,1.0,,,,,,,,, armbåge,3.0, 2.0, 2.0, hand,4.0, 0.0, fot,0.0, 0.0, 1.0, klubba,3.0, armbåge,1.0,2.0, 2.0, hand,5.0,4.0, slagträ,0.601000010967255,0.675999999046326, 0.398000001907349, klubba,,0.0,1,2,2,3,1, klubba,1.067,2.535,2.565,2.735,2.165,1.801,1.635,1.8659999999999999,1.8019999999999998,1.4980000000000002
96, fot,1.265,1.367,1.102,1.1640000000000001,1.034,2.066,1.1320000000000001,1.2670000000000001,2.167,1.0959999999999999, rack,1.0, rack,5.93599987030029,5.499000072479251,6.125,4.53599977493286,4.06699991226196,7.03499984741211,3.20499992370605, armbåge,2.0, 2.0, 2.0, hand,1.0, 0.0, fot,1.0, 2.0, 0.0, klubba,4.0, armbåge,2.0,2.0, 2.0, hand,5.0,7.0, slagträ,0.7059999704360959,0.5950000286102289, 1.4099999666214, klubba,,0.0,0,2,0,0,0, klubba,1.166,1.167,1.0290000000000001,1.071,1.033,1.03,0.97,1.3630000000000002,1.1340000000000001,1.069
97, fot,1.48,1.6130000000000002,1.932,2.634,1.899,2.4,2.335,2.967,3.43,2.237, rack,0.0, rack,15.0,15.0,15.0,15.0,15.0,15.0,15.0, armbåge,3.0, 3.0, 2.0, hand,1.0, 0.0, fot,0.0, 1.0, 0.0, klubba,5.0, armbåge,2.0,3.0, 2.0, hand,2.0,2.0, slagträ,0.915000021457672,1.9190000295639, 0.809000015258789, klubba,,0.0,0,0,0,0,0, klubba,1.131,3.531,1.736,1.232,1.567,4.664,1.669,1.265,1.8980000000000001,2.87
98, fot,0.836,1.065,1.466,1.2990000000000002,1.464,1.6369999999999998,2.263,2.8689999999999998,1.268,2.266, rack,2.0, rack,8.43099975585938,10.5869998931885,4.25299978256226,4.492000102996831,3.40700006484985,3.45499992370605,4.77699995040894, armbåge,5.0, 3.0, 5.0, hand,2.0, 7.0, fot,1.0, 1.0, 1.0, klubba,2.0, armbåge,3.0,2.0, 3.0, hand,8.0,4.0, slagträ,0.381999999284744,0.9409999847412109, 0.837999999523163, klubba,,0.0,3,1,0,1,0, klubba,0.501,1.3319999999999999,0.568,2.032,1.135,0.665,0.932,0.971,0.9640000000000001,0.7340000000000001
99, fot,1.466,1.202,1.766,3.136,2.031,1.5330000000000001,2.597,1.868,1.5019999999999998,1.8, rack,4.0, rack,15.0,15.0,9.03699970245361,5.85699987411499,5.21700000762939,12.173999786377001,5.770999908447269, armbåge,2.0, 2.0, 4.0, hand,1.0, 0.0, fot,1.0, 3.0, 1.0, klubba,10.0, armbåge,3.0,3.0, 3.0, hand,12.0,14.0, slagträ,1.7200000286102302,1.5650000572204599, 1.62999999523163, klubba,,0.0,1,0,0,3,1, klubba,0.5660000000000001,0.73,1.9340000000000002,0.8690000000000001,0.767,0.732,1.5,0.73,0.736,1.4040000000000001
100, fot,0.767,1.069,1.234,1.1,1.094,4.333,1.7009999999999998,1.173,1.262,1.733, rack,7.0, rack,2.7360000610351602,2.25500011444092,4.48199987411499,4.90299987792969,2.74600005149841,2.99699997901917,5.8060002326965305, armbåge,5.0, 8.0, 7.0, hand,19.0,11.0, fot,2.0,10.0, 9.0, klubba,12.0, armbåge,6.0,4.0, 5.0, hand,9.0,7.0, slagträ,1.4509999752044698,0.7960000038146969, 3.04299998283386, klubba,,1.0,1,0,1,2,3, klubba,0.736,0.5660000000000001,0.703,0.6609999999999999,0.7040000000000001,0.728,0.867,0.805,0.76,0.604
101, fot,0.696,0.865,1.535,2.168,1.364,2.699,1.406,1.496,1.806,1.097, rack,3.0, rack,4.35900020599365,7.6680002212524405,3.99000000953674,6.45900011062622,3.99699997901917,4.21799993515015,6.9539999961853, armbåge,3.0, 4.0, 1.0, hand,10.0, 14.0, fot,5.0, 1.0, 3.0, klubba,5.0, armbåge,2.0,2.0, 1.0, hand,16.0,7.0, slagträ,1.05999994277954,0.996999979019165, 1.06400001049042, klubba,,0.0,0,3,2,2,3, klubba,0.83,0.836,1.1340000000000001,0.9,0.93,0.8,1.739,0.764,0.898,0.737
102, fot,1.33,1.936,1.597,1.867,1.501,1.966,1.798,1.3659999999999999,1.203,1.9669999999999999, rack,5.0, rack,15.0,15.0,13.809000015258801,4.925000190734861,3.4059998989105202,3.63499999046326,8.89200019836426, armbåge,2.0, 4.0, 3.0, hand,1.0, 1.0, fot,1.0, 1.0, 1.0, klubba,7.0, armbåge,3.0,2.0, 2.0, hand,8.0,4.0, slagträ,1.25300002098083,2.05599999427795, 1.23000001907349, klubba,,0.0,2,0,1,3,3, klubba,0.9009999999999999,1.569,1.429,1.501,1.4340000000000002,1.4340000000000002,1.297,1.371,1.364,1.335
103, fot,0.7020000000000001,1.416,1.4469999999999998,1.5,1.3359999999999999,1.3030000000000002,0.863,2.2680000000000002,1.097,0.9670000000000001, rack,5.0, rack,6.38899993896484,2.71799993515015,5.1479997634887695,7.72200012207031,2.9389998912811297,6.08699989318848,8.14099979400635, armbåge,8.0, 6.0, 5.0, hand,15.0, 17.0, fot,3.0, 3.0, 2.0, klubba,8.0, armbåge,7.0,2.0, 11.0, hand,21.0,28.0, slagträ,0.37200000882148704,1.4889999628066999, 2.61400008201599, klubba,,0.0,1,2,1,0,0, klubba,0.603,1.036,1.196,0.9329999999999999,1.505,0.996,1.102,0.9690000000000001,1.13,0.8340000000000001
104, fot,0.606,1.263,1.067,0.935,0.8340000000000001,1.2309999999999999,0.805,0.963,0.8029999999999999,0.836, rack,11.0, rack,3.36400008201599,6.999000072479251,3.29800009727478,2.59200000762939,3.2449998855590803,2.55399990081787,4.71700000762939, armbåge,2.0, 4.0, 2.0, hand,6.0,1.0, fot,5.0,14.0, 1.0, klubba,22.0, armbåge,9.0,9.0, 2.0, hand,19.0,3.0, slagträ,1.63999998569489,1.35000002384186, 5.3769998550415, klubba,,0.0,1,0,2,2,0, klubba,0.335,1.0979999999999999,0.5710000000000001,0.53,0.501,0.595,0.505,0.564,0.504,0.467
105, fot,0.6659999999999999,1.13,1.033,3.6,1.3134,1.734,1.033,1.3330000000000002,1.2,1.2670000000000001, rack,7.0, rack,3.8359999656677206,2.3559999465942405,3.33299994468689,14.432000160217301,3.89400005340576,8.564000129699709,3.5550000667572004, armbåge,2.0, 2.0, 2.0, hand,3.0, 8.0, fot,0.0, 2.0, 1.0, klubba,1.0, armbåge,2.0,3.0, 2.0, hand,18.0,3.0, slagträ,1.11300003528595,0.994000017642975, 1.51300001144409, klubba,,0.0,0,0,0,0,0, klubba,1.17,1.028,2.405,0.7979999999999999,2.568,0.8320000000000001,1.0,1.0659999999999998,1.135,1.198
106, fot,1.0,1.2309999999999999,1.365,1.9340000000000002,1.5,1.903,0.866,3.335,0.93,1.969, rack,2.0, rack,6.224999904632571,9.76200008392334,6.15199995040894,5.7480001449585,4.8790001869201705,5.6739997863769505,8.125, armbåge,3.0, 2.0, 3.0, hand,3.0, 14.0, fot,1.0, 1.0, 0.0, klubba,6.0, armbåge,2.0,2.0, 4.0, hand,6.0,2.0, slagträ,1.5169999599456798,1.1089999675750701, 1.36000001430511, klubba,,0.0,1,0,3,3,3, klubba,0.7809999999999999,0.904,0.769,0.9420000000000001,0.722,1.568,0.8959999999999999,1.801,0.9359999999999999,1.5330000000000001
107, fot,0.6990000000000001,1.03,1.57,1.0979999999999999,1.169,1.197,1.166,1.3030000000000002,1.0,1.032, rack,9.0, rack,4.13399982452393,2.7750000953674303,3.20700001716614,2.80100011825562,2.89299988746643,2.32100009918213,2.9189999103546103, armbåge,2.0, 12.0, 4.0, hand,19.0, 15.0, fot,6.0, 2.0, 5.0, klubba,14.0, armbåge,2.0,4.0, 19.0, hand,27.0,5.0, slagträ,2.83200001716614,3.2260000705719, 4.15100002288818, klubba,,3.0,0,2,0,3,0, klubba,0.6990000000000001,0.8320000000000001,0.772,0.73,0.6679999999999999,0.598,0.77,1.099,0.8640000000000001,1.235
108, fot,0.867,1.2329999999999999,0.799,1.1,1.8359999999999999,1.463,2.07,1.0190000000000001,1.248,2.032, rack,4.0, rack,8.85900020599365,5.8979997634887695,3.0399999618530296,5.6680002212524405,5.631999969482419,13.869999885559098,3.9340000152587904, armbåge,3.0, 4.0, 5.0, hand,11.0, 17.0, fot,4.0, 1.0, 3.0, klubba,7.0, armbåge,1.0,1.0, 1.0, hand,8.0,8.0, slagträ,1.32000005245209,0.7960000038146969, 0.930000007152557, klubba,,0.0,0,0,2,0,0, klubba,0.665,1.064,0.899,0.97,0.599,1.133,0.67,0.799,0.745,0.985
109, fot,1.402,1.535,1.633,1.9058333333333302,1.331,1.9669999999999999,1.67,1.9,1.331,3.236, rack,5.0, rack,4.04699993133545,4.36600017547607,3.67600011825562,3.91700005531311,3.81299996376038,3.18099999427795,3.73300004005432, armbåge,3.0, 1.0, 0.0, hand,14.0, 7.0, fot,1.0, 1.0, 0.0, klubba,6.0, armbåge,4.0,3.0, 3.0, hand,17.0,5.0, slagträ,1.7730000019073502,2.15499997138977, 1.01400005817413, klubba,,0.0,0,0,3,0,0, klubba,1.5030000000000001,1.335,1.234,1.3330000000000002,1.301,1.2309999999999999,0.966,1.033,1.165,1.235
